,week,country,category,at_rank1,cumulative_weeks_in_top_10_1,at_rank2,cumulative_weeks_in_top_10_2,at_rank3,cumulative_weeks_in_top_10_3,at_rank4,cumulative_weeks_in_top_10_4,at_rank5,cumulative_weeks_in_top_10_5,at_rank6,cumulative_weeks_in_top_10_6,at_rank7,cumulative_weeks_in_top_10_7,at_rank8,cumulative_weeks_in_top_10_8,at_rank9,cumulative_weeks_in_top_10_9,at_rank10,cumulative_weeks_in_top_10_10
2023-03-26_Slovenia_TV,2023-03-26,Slovenia,TV,tt13918776,1,tt2403776,2,tt33513572,6,tt10839422,4,tt11704040,1,tt10293938,5,tt2403776,2,,,tt15494864,1,tt2342499,1
2023-03-26_South_Africa_Films,2023-03-26,South_Africa,Films,tt3155298,3,tt0903624,1,tt1170358,1,tt2310332,1,tt2560092,2,tt14439896,1,tt12593682,4,tt29845247,1,tt26763229,1,tt1413492,4
2023-03-26_South_Africa_TV,2023-03-26,South_Africa,TV,tt13918776,1,tt2403776,2,tt11704040,1,tt33513572,6,tt2342499,2,tt2403776,2,tt31869080,4,,,tt16163746,1,tt10839422,4
2023-03-26_South_Korea_Films,2023-03-26,South_Korea,Films,,,tt23157348,3,tt22897604,1,tt39137677,3,,,tt3155298,3,tt29793628,1,tt39466480,1,tt9426210,1,tt36226583,6
2023-03-26_South_Korea_TV,2023-03-26,South_Korea,TV,tt31869080,13,tt15515264,1,tt26225090,3,tt26340363,4,tt24578016,10,tt31956936,5,tt13400006,6,tt13918776,1,,,,
2023-03-26_Spain_Films,2023-03-26,Spain,Films,tt3155298,3,tt14118246,2,tt6394140,6,tt15654800,2,tt5952594,1,tt26763229,2,tt2560092,2,tt29845247,2,tt31174258,6,tt23862538,1
2023-03-26_Spain_TV,2023-03-26,Spain,TV,,,tt13918776,1,tt15494864,1,tt2651246,3,tt2403776,2,tt13980362,4,tt8787372,3,tt2651246,4,tt8787372,1,tt33513572,6
2023-03-26_Sri_Lanka_Films,2023-03-26,Sri_Lanka,Films,tt15427980,2,tt22297828,1,tt3155298,3,tt2178470,2,tt2560092,2,tt3405236,1,tt2172071,2,,,,,tt29845247,1
2023-03-26_Sri_Lanka_TV,2023-03-26,Sri_Lanka,TV,tt13918776,1,tt2403776,2,tt31869080,7,tt33513572,6,tt10839422,4,tt13400006,6,tt33054444,7,tt2403776,1,tt26739535,3,tt15471900,2
2023-03-26_Sweden_Films,2023-03-26,Sweden,Films,tt3155298,3,tt2560092,2,tt26739529,2,tt5667840,2,tt11832046,17,tt9419056,1,tt26763229,1,tt29845247,1,tt1856101,4,tt10944596,1
2023-03-26_Sweden_TV,2023-03-26,Sweden,TV,tt13918776,1,tt2403776,2,tt11704040,1,tt33513572,6,tt26687196,1,tt10293938,5,tt26739535,3,tt2403776,2,tt4179452,4,tt21955940,1
2023-03-26_Switzerland_Films,2023-03-26,Switzerland,Films,tt3155298,3,tt29845247,2,tt2560092,2,tt26763229,2,tt15654800,2,tt26739529,2,tt31174258,11,tt8435892,1,tt18747542,3,tt7975244,3
2023-03-26_Switzerland_TV,2023-03-26,Switzerland,TV,tt13918776,1,tt2403776,2,,,tt33513572,6,tt15494864,1,tt2403776,2,tt31869080,4,tt10293938,5,tt11704040,1,tt16163746,1
2023-03-26_Taiwan_Films,2023-03-26,Taiwan,Films,tt3155298,3,tt15654800,2,tt13058290,1,tt6146586,2,tt2911666,2,tt2560092,2,tt4425200,2,tt36226583,6,,,tt9426210,4
2023-03-26_Taiwan_TV,2023-03-26,Taiwan,TV,tt31869080,13,tt24578016,10,tt13918776,1,tt24082562,3,tt13400006,6,tt26225090,2,tt11239316,3,tt21301278,17,,,tt23023988,6
2023-03-26_Thailand_Films,2023-03-26,Thailand,Films,,,tt15575470,2,tt6146586,5,tt2560092,2,tt3155298,3,tt2911666,1,tt4425200,1,tt24132690,4,tt26763229,1,,
2023-03-26_Thailand_TV,2023-03-26,Thailand,TV,tt31869080,9,tt13918776,1,tt2403776,2,tt24082562,3,tt21822470,1,tt13400006,6,tt33054444,7,tt10850932,31,tt24578016,9,tt20859920,37
2023-03-26_Trinidad_and_Tobago_Films,2023-03-26,Trinidad_and_Tobago,Films,tt3155298,3,tt2560092,2,tt26763229,2,tt22297828,1,tt29845247,2,tt0396171,1,tt39466480,1,tt1502397,5,tt15654800,2,,
2023-03-26_Trinidad_and_Tobago_TV,2023-03-26,Trinidad_and_Tobago,TV,tt13918776,1,tt2403776,2,tt11704040,1,,,tt16163746,1,tt33513572,6,tt2403776,2,tt31869080,4,tt10839422,4,tt10293938,5
2023-03-26_Turkey_Films,2023-03-26,Turkey,Films,,,tt8332922,1,tt3155298,3,tt2560092,2,tt26763229,2,tt23334464,4,tt29845247,2,tt31174258,8,tt6710474,2,tt18747542,3
2023-03-26_Turkey_TV,2023-03-26,Turkey,TV,tt13918776,1,tt16163746,1,tt2403776,2,tt31869080,4,,,tt2403776,2,tt33513572,7,,,tt13443470,17,,
2023-03-26_Ukraine_Films,2023-03-26,Ukraine,Films,tt3155298,3,tt37675337,2,tt15654800,2,tt12794948,1,tt37879980,14,tt18747542,3,tt31174258,11,tt7798604,5,tt1649418,15,tt12823454,7
2023-03-26_Ukraine_TV,2023-03-26,Ukraine,TV,tt2403776,2,tt13918776,1,tt2403776,2,tt10839422,4,tt10839422,14,tt13443470,18,tt16030542,12,tt2741602,9,tt33513572,13,tt8740790,15
2023-03-26_United_Arab_Emirates_Films,2023-03-26,United_Arab_Emirates,Films,tt22297828,1,tt3155298,3,tt2560092,2,tt6932874,1,,,tt22170224,1,,,tt15427980,2,tt15281704,2,tt29845247,1
2023-03-26_United_Arab_Emirates_TV,2023-03-26,United_Arab_Emirates,TV,tt13918776,1,tt31869080,7,tt2403776,2,tt15471900,3,tt33513572,6,tt4179452,2,tt33054444,7,tt2403776,1,,,tt11704040,1
2023-03-26_United_Kingdom_Films,2023-03-26,United_Kingdom,Films,tt3155298,3,tt5220122,2,tt1595353,4,tt2560092,2,tt29845247,1,tt37879980,1,tt8746404,2,tt34812458,12,tt0837562,1,tt26739529,2
2023-03-26_United_Kingdom_TV,2023-03-26,United_Kingdom,TV,tt13918776,1,tt2403776,2,tt33513572,7,tt26687196,1,tt11704040,1,tt26739535,3,tt2403776,2,tt10839422,4,tt10293938,5,tt2342499,1
2023-03-26_United_States_Films,2023-03-26,United_States,Films,tt10041064,1,tt6491178,2,tt3155298,3,tt1411250,2,tt5113044,7,tt0296572,1,tt2560092,1,tt6467266,27,tt1951264,4,tt0134847,1
2023-03-26_United_States_TV,2023-03-26,United_States,TV,tt13918776,1,tt11704040,1,tt2403776,2,tt26687196,1,tt33513572,6,tt10293938,5,tt2403776,2,tt31869080,3,tt16163746,1,tt13443470,13
2023-03-26_Uruguay_Films,2023-03-26,Uruguay,Films,tt15654800,2,tt29845247,2,tt3155298,3,tt26763229,2,tt22297828,1,tt2560092,2,tt31174258,6,tt6394140,1,tt12794948,1,tt26082988,1
2023-03-26_Uruguay_TV,2023-03-26,Uruguay,TV,tt13918776,1,,,tt13980362,4,tt37150947,1,,,tt2403776,2,tt16163746,1,tt21955940,1,tt15494864,1,,
2023-03-26_Venezuela_Films,2023-03-26,Venezuela,Films,tt22297828,1,tt26763229,2,tt2560092,2,tt15654800,2,tt3155298,3,tt29845247,2,tt0396171,1,tt26082988,2,tt12794948,1,tt6394140,1
2023-03-26_Venezuela_TV,2023-03-26,Venezuela,TV,tt13918776,1,,,,,tt31869080,3,,,tt1704637,13,,,tt14471346,62,tt15494864,1,tt2403776,2
2023-03-26_Vietnam_Films,2023-03-26,Vietnam,Films,tt39466480,1,tt6513406,2,tt3155298,3,tt14573918,3,,,tt6146586,9,tt2560092,2,tt19799504,18,tt31174258,4,tt23862538,1
2023-03-26_Vietnam_TV,2023-03-26,Vietnam,TV,tt31869080,13,tt13918776,1,tt13759970,14,tt13400006,6,tt24578016,9,tt26340363,3,tt2403776,2,tt24082562,3,tt26225090,1,tt8865016,13
2023-04-02_Argentina_Films,2023-04-02,Argentina,Films,tt15255288,1,,,tt37879980,1,tt22297828,2,tt12306964,1,tt12794948,2,tt3155298,4,tt31174258,7,tt16900880,1,tt15654800,3
2023-04-02_Argentina_TV,2023-04-02,Argentina,TV,tt13918776,2,tt37150947,2,tt16163746,2,tt20871546,1,tt13980362,5,,,,,tt37150947,8,tt0387763,74,tt15494864,1
2023-04-02_Australia_Films,2023-04-02,Australia,Films,tt15255288,1,tt7679140,2,tt37879980,1,,,tt3155298,4,tt0429589,1,tt2911666,1,tt6146586,2,tt4425200,1,tt16900880,1
2023-04-02_Australia_TV,2023-04-02,Australia,TV,tt13918776,2,tt16402422,1,tt11704040,1,tt2403776,3,,,tt16163746,1,tt33513572,7,tt26687196,2,tt3006802,4,tt19394168,1
2023-04-02_Austria_Films,2023-04-02,Austria,Films,tt15255288,1,tt1838556,1,tt37879980,1,tt2140479,2,tt3155298,4,tt13150474,1,tt16900880,1,tt2974918,1,tt31174258,13,tt11832046,1
2023-04-02_Austria_TV,2023-04-02,Austria,TV,tt13918776,2,tt16163746,2,tt11704040,2,tt2403776,3,tt7587890,1,tt16402422,1,tt20871546,1,tt33513572,7,tt21092364,5,tt15494864,1
2023-04-02_Bahamas_Films,2023-04-02,Bahamas,Films,tt15255288,1,tt37879980,1,tt16900880,1,tt22297828,2,tt3155298,4,tt10041064,1,tt8155182,1,tt1502397,6,tt39466480,2,tt2560092,3
2023-04-02_Bahamas_TV,2023-04-02,Bahamas,TV,tt13918776,2,tt20871546,1,tt11704040,2,tt2741602,1,tt16163746,2,tt2403776,3,tt2741602,3,,,tt33513572,7,tt19394168,1
2023-04-02_Bahrain_Films,2023-04-02,Bahrain,Films,tt15255288,1,tt22297828,2,tt3155298,4,tt22170224,1,tt16900880,1,tt37879980,1,tt6932874,2,,,tt15175188,1,tt5433138,6
2023-04-02_Bahrain_TV,2023-04-02,Bahrain,TV,tt13918776,2,tt11704040,2,tt16163746,1,tt31869080,8,tt2403776,3,tt33054444,8,tt4179452,3,tt33513572,7,tt15471900,4,tt13400006,6
2023-04-02_Bangladesh_Films,2023-04-02,Bangladesh,Films,tt22297828,2,,,tt15255288,1,tt16900880,1,tt14625676,1,tt15281704,3,,,tt3405236,2,tt23472806,1,tt3155298,4
2023-04-02_Bangladesh_TV,2023-04-02,Bangladesh,TV,tt13918776,2,tt15471900,4,tt31869080,8,tt33054444,8,tt2403776,3,tt16163746,1,tt13443470,19,tt33513572,7,tt13433812,14,tt30145363,28
2023-04-02_Belgium_Films,2023-04-02,Belgium,Films,tt6806448,1,tt15255288,1,tt8695030,1,tt37879980,1,tt3155298,4,tt5113044,4,tt6146586,5,tt16900880,1,tt5113040,3,tt2911666,1
2023-04-02_Belgium_TV,2023-04-02,Belgium,TV,tt13918776,2,tt2403776,3,tt16163746,1,tt11704040,1,tt20871546,1,tt16402422,1,tt33513572,7,tt15494864,1,tt14746934,1,tt10293938,6
2023-04-02_Bolivia_Films,2023-04-02,Bolivia,Films,,,tt15255288,1,tt22297828,2,tt37879980,1,tt34812458,13,tt16900880,1,tt0396171,3,tt0298148,6,tt2709768,11,tt0381707,11
2023-04-02_Bolivia_TV,2023-04-02,Bolivia,TV,tt13918776,2,tt15494864,2,tt24578016,5,tt31869080,7,tt1704637,14,,,tt1370334,40,tt16163746,1,,,tt0387763,65
2023-04-02_Brazil_Films,2023-04-02,Brazil,Films,tt15255288,1,tt22297828,2,tt37879980,1,tt3717490,1,tt12794948,2,tt16900880,1,tt3155298,4,tt1666296,2,tt11832046,5,tt4572514,1
2023-04-02_Brazil_TV,2023-04-02,Brazil,TV,tt13918776,2,tt2734004,83,tt11053146,2,tt16163746,2,tt20871546,1,tt2403776,3,tt2741602,1,tt33374179,44,tt11053146,2,tt11704040,1
2023-04-02_Bulgaria_Films,2023-04-02,Bulgaria,Films,tt15255288,1,tt37879980,2,tt3155298,4,tt9419056,1,tt2911666,1,tt16900880,1,tt5433138,8,tt11832046,5,tt31174258,12,tt8760280,4
2023-04-02_Bulgaria_TV,2023-04-02,Bulgaria,TV,tt13918776,2,tt2403776,3,tt11704040,2,tt16163746,1,tt33513572,8,tt15494864,2,tt16402422,1,tt2403776,3,tt10839422,5,tt13443470,15
2023-04-02_Canada_Films,2023-04-02,Canada,Films,tt15255288,1,tt6334354,2,tt37879980,1,tt10041064,2,tt4532038,2,tt16900880,1,tt1308729,2,tt0816692,2,tt3155298,4,tt11466222,2
2023-04-02_Canada_TV,2023-04-02,Canada,TV,tt13918776,2,tt11704040,2,,,tt2403776,3,tt16402422,1,tt16163746,1,tt19394168,1,tt33513572,7,tt26687196,2,tt20871546,1
2023-04-02_Chile_Films,2023-04-02,Chile,Films,tt15255288,1,,,tt37879980,1,tt22297828,2,tt16900880,1,tt12794948,1,tt3155298,4,tt0396171,3,tt34812458,11,tt2560092,3
2023-04-02_Chile_TV,2023-04-02,Chile,TV,tt13918776,2,tt0387763,65,tt15494864,2,tt16163746,2,,,tt14471346,32,tt31869080,5,tt1704637,14,,,tt24578016,1
2023-04-02_Colombia_Films,2023-04-02,Colombia,Films,tt15255288,1,,,tt22297828,2,tt37879980,1,tt3155298,4,tt16900880,1,tt0396171,3,tt12794948,1,tt2560092,3,tt26082988,3
2023-04-02_Colombia_TV,2023-04-02,Colombia,TV,tt13918776,2,tt14417802,5,tt15494864,2,,,tt26346647,7,tt16163746,2,tt15494864,4,,,tt31869080,5,tt0387763,42
2023-04-02_Costa_Rica_Films,2023-04-02,Costa_Rica,Films,tt15255288,1,,,tt22297828,2,tt37879980,1,tt12794948,2,tt3155298,4,tt2560092,3,tt16900880,1,tt34812458,6,tt12306964,1
2023-04-02_Costa_Rica_TV,2023-04-02,Costa_Rica,TV,tt13918776,2,tt15494864,2,,,,,tt16163746,1,tt0387763,80,tt8560918,33,tt31869080,4,tt14471346,37,tt24578016,2
2023-04-02_Croatia_Films,2023-04-02,Croatia,Films,tt15255288,1,tt37879980,1,tt3155298,4,tt2560092,3,tt18747542,4,tt22297828,1,tt2850386,6,tt9419056,1,tt16900880,1,tt10954652,4
2023-04-02_Croatia_TV,2023-04-02,Croatia,TV,tt13918776,2,tt11704040,2,tt15494864,2,tt2403776,3,tt16402422,1,tt16163746,1,tt33513572,7,tt10839422,5,tt20871546,1,,
2023-04-02_Cyprus_Films,2023-04-02,Cyprus,Films,tt15255288,1,tt5433138,3,tt37879980,1,tt3155298,4,tt22297828,2,tt2560092,3,tt16900880,1,tt8332922,2,tt2850386,6,,
2023-04-02_Cyprus_TV,2023-04-02,Cyprus,TV,tt13918776,2,tt11704040,2,tt16163746,1,tt2403776,3,tt16402422,1,tt20871546,1,tt2741602,1,tt15494864,2,,,tt33513572,7
2023-04-02_Czech_Republic_Films,2023-04-02,Czech_Republic,Films,tt15255288,1,tt16578828,1,tt11832046,5,tt37879980,1,tt16251138,1,tt3155298,4,tt21138358,3,,,,,tt9419056,1
2023-04-02_Czech_Republic_TV,2023-04-02,Czech_Republic,TV,tt13918776,2,tt11704040,2,tt2403776,3,tt16163746,1,tt13443470,19,tt15494864,2,tt16402422,1,tt33513572,6,,,tt10839422,5
2023-04-02_Denmark_Films,2023-04-02,Denmark,Films,tt15255288,1,tt37879980,1,tt3155298,4,tt9419056,2,tt10005798,1,tt11832046,18,tt2560092,3,tt16900880,1,tt11686490,1,tt4425200,1
2023-04-02_Denmark_TV,2023-04-02,Denmark,TV,tt13918776,2,tt11704040,2,tt2403776,3,tt16402422,1,,,tt33513572,7,tt20871546,1,tt15494864,1,tt4179452,5,tt10293938,6
2023-04-02_Dominican_Republic_Films,2023-04-02,Dominican_Republic,Films,tt15255288,1,,,tt22297828,2,tt16900880,1,tt37879980,1,tt39466480,2,tt3155298,4,tt2560092,3,tt1502397,6,,
2023-04-02_Dominican_Republic_TV,2023-04-02,Dominican_Republic,TV,tt13918776,2,tt16163746,2,,,tt20871546,1,tt2741602,1,tt0387763,78,tt14471346,50,tt1704637,14,,,tt31869080,5
2023-04-02_Ecuador_Films,2023-04-02,Ecuador,Films,,,tt15255288,1,tt22297828,2,tt37879980,1,tt16900880,1,tt0396171,3,tt3155298,4,tt34812458,9,tt0298148,3,tt12794948,1
2023-04-02_Ecuador_TV,2023-04-02,Ecuador,TV,tt13918776,2,tt15494864,2,tt14471346,49,,,,,tt32375039,25,tt0387763,90,tt16163746,1,tt1704637,14,,
2023-04-02_Egypt_Films,2023-04-02,Egypt,Films,tt15255288,1,tt3155298,4,,,tt6932874,2,tt2560092,3,tt37879980,1,tt5433138,6,tt3874544,6,tt16900880,1,tt22297828,1
2023-04-02_Egypt_TV,2023-04-02,Egypt,TV,tt13918776,2,,,tt2403776,3,tt11704040,1,tt16163746,1,tt33513572,8,tt31869080,5,tt2290891,1,tt4179452,3,tt32270287,18
2023-04-02_El_Salvador_Films,2023-04-02,El_Salvador,Films,tt15255288,1,,,tt22297828,2,tt37879980,1,tt16900880,1,tt0298148,4,tt3155298,4,tt34812458,6,tt0396171,3,tt0126029,14
2023-04-02_El_Salvador_TV,2023-04-02,El_Salvador,TV,tt13918776,2,,,,,tt15494864,2,tt16163746,2,tt1704637,14,tt24578016,3,tt31869080,6,tt0387763,73,tt14471346,48
2023-04-02_Estonia_Films,2023-04-02,Estonia,Films,tt15255288,1,tt15815228,2,tt14439896,1,tt12593682,3,tt6173600,2,tt9411972,1,tt37879980,1,tt5108870,2,tt3155298,4,tt10872600,3
2023-04-02_Estonia_TV,2023-04-02,Estonia,TV,tt13918776,2,tt11704040,2,tt2403776,3,tt16402422,1,tt33513572,7,tt16163746,1,tt32270287,14,tt32270287,15,tt32270287,9,tt32270287,4
2023-04-02_Finland_Films,2023-04-02,Finland,Films,tt15255288,1,tt9419056,2,tt37879980,1,tt3155298,4,tt10005798,1,tt11832046,18,tt16900880,1,,,tt11686490,1,tt22297828,1
2023-04-02_Finland_TV,2023-04-02,Finland,TV,tt13918776,2,tt11704040,2,tt16402422,1,tt2403776,3,,,tt33513572,7,tt21955940,2,tt10293938,6,tt20871546,1,tt16163746,1
2023-04-02_France_Films,2023-04-02,France,Films,tt15255288,1,tt2239822,2,tt7975244,2,tt37879980,1,tt1502397,2,tt3155298,4,tt16900880,1,tt7401588,1,tt0113071,1,tt8060774,1
2023-04-02_France_TV,2023-04-02,France,TV,tt13918776,2,tt16163746,2,tt2403776,3,tt14746934,1,tt31869080,6,tt20871546,1,tt2741602,1,tt33513572,7,tt15494864,1,tt10293938,6
2023-04-02_Germany_Films,2023-04-02,Germany,Films,tt15255288,1,tt1838556,1,tt37879980,1,tt2140479,2,tt3155298,4,tt11832046,1,tt2974918,1,tt16900880,1,tt31174258,14,tt13150474,2
2023-04-02_Germany_TV,2023-04-02,Germany,TV,tt13918776,2,tt16163746,1,tt2403776,3,tt11704040,2,tt7587890,1,tt16402422,1,tt33513572,7,tt20871546,1,tt21092364,5,tt10293938,6
2023-04-02_Greece_Films,2023-04-02,Greece,Films,tt15255288,1,tt5433138,3,tt3155298,4,tt6146586,5,tt37879980,1,tt16900880,1,tt11832046,3,tt22297828,1,tt4425200,4,tt2911666,4
2023-04-02_Greece_TV,2023-04-02,Greece,TV,tt13918776,2,tt2403776,3,tt16163746,1,tt20871546,1,tt16402422,1,tt33513572,7,,,tt21955940,2,tt11704040,1,tt10839422,5
2023-04-02_Guadeloupe_Films,2023-04-02,Guadeloupe,Films,tt15255288,1,tt7975244,2,tt1502397,2,tt2239822,2,tt16900880,1,tt37879980,1,tt7401588,1,tt3155298,4,tt22297828,1,tt26763229,3
2023-04-02_Guadeloupe_TV,2023-04-02,Guadeloupe,TV,tt13918776,2,tt20871546,1,tt16163746,2,tt31869080,7,tt11704040,1,tt2741602,1,tt2403776,3,tt16402422,1,tt33513572,6,tt14746934,1
2023-04-02_Guatemala_Films,2023-04-02,Guatemala,Films,tt15255288,1,,,tt22297828,2,tt37879980,1,tt34812458,13,tt12794948,1,tt0298148,3,tt3155298,4,tt0396171,3,tt2560092,3
2023-04-02_Guatemala_TV,2023-04-02,Guatemala,TV,tt13918776,2,tt15494864,2,,,tt16163746,2,,,tt0387763,84,tt1704637,14,tt24578016,3,tt0283770,41,tt31869080,5
2023-04-02_Honduras_Films,2023-04-02,Honduras,Films,tt15255288,1,,,tt22297828,2,tt37879980,1,tt16900880,1,tt0396171,3,tt3155298,4,tt0298148,3,tt34812458,5,tt12794948,1
2023-04-02_Honduras_TV,2023-04-02,Honduras,TV,tt13918776,2,,,tt15494864,2,tt0387763,92,tt16163746,1,tt14471346,42,,,tt32375039,19,tt24578016,3,tt31869080,5
2023-04-02_Hong_Kong_Films,2023-04-02,Hong_Kong,Films,tt16900880,1,tt2911666,3,tt15255288,1,tt22297828,2,tt3155298,4,,,tt37879980,1,tt39466480,2,tt9426210,4,,
2023-04-02_Hong_Kong_TV,2023-04-02,Hong_Kong,TV,tt31869080,14,tt13918776,2,tt7099334,3,tt18382028,1,tt26225090,3,tt13400006,7,tt24082562,4,tt24578016,10,tt24229160,4,tt26340363,5
2023-04-02_Hungary_Films,2023-04-02,Hungary,Films,tt15255288,1,tt21264924,2,tt37879980,1,tt3155298,4,tt16900880,1,tt11832046,5,tt15654800,3,tt2560092,3,tt2850386,6,tt12794948,1
2023-04-02_Hungary_TV,2023-04-02,Hungary,TV,tt13918776,2,tt16163746,2,tt2403776,3,tt11704040,2,tt20871546,1,tt15494864,1,tt33513572,6,tt10839422,5,tt16402422,1,tt13443470,18
2023-04-02_Iceland_Films,2023-04-02,Iceland,Films,tt15255288,1,tt37879980,1,tt11832046,18,tt3155298,4,tt16900880,1,tt10321126,6,tt12794948,2,tt2560092,3,tt3874544,7,tt5667840,3
2023-04-02_Iceland_TV,2023-04-02,Iceland,TV,tt13918776,2,tt11704040,2,tt16402422,1,,,tt2403776,3,tt33513572,7,tt16163746,1,tt19394168,1,tt20871546,1,tt26687196,2
2023-04-02_India_Films,2023-04-02,India,Films,tt22297828,2,tt15255288,1,,,tt0800307,1,tt15175188,1,tt14625676,1,tt26734068,3,tt15281704,3,tt15427980,3,,
2023-04-02_India_TV,2023-04-02,India,TV,tt13918776,2,tt15471900,4,tt13443470,19,tt31869080,6,tt2403776,3,tt33054444,8,tt23037654,16,tt6468322,44,tt10839422,14,tt10839422,5
2023-04-02_Indonesia_Films,2023-04-02,Indonesia,Films,tt16900880,1,,,tt15255288,1,tt6146586,4,,,tt2911666,2,tt4425200,2,tt22297828,1,tt3155298,4,tt6513406,3
2023-04-02_Indonesia_TV,2023-04-02,Indonesia,TV,tt13918776,2,tt31869080,14,tt12484670,2,tt13759970,14,tt24082562,4,tt26225090,2,tt13400006,7,tt24578016,11,tt33054444,8,tt21828868,14
2023-04-02_Ireland_Films,2023-04-02,Ireland,Films,tt15255288,1,tt37879980,1,tt8332922,1,tt5220122,3,tt3155298,4,tt29668370,1,tt11311768,1,tt0837562,3,tt2199683,1,tt15850662,1
2023-04-02_Ireland_TV,2023-04-02,Ireland,TV,tt13918776,2,tt11704040,2,tt16402422,1,,,tt26687196,2,tt2403776,3,tt16163746,1,tt20871546,1,tt33513572,7,tt2342499,3
2023-04-02_Israel_Films,2023-04-02,Israel,Films,tt15255288,1,tt6850862,1,tt37879980,1,tt3155298,4,tt22297828,2,tt0467200,1,tt2560092,3,tt16900880,1,tt6587640,1,tt30835407,9
2023-04-02_Israel_TV,2023-04-02,Israel,TV,tt13918776,2,tt11704040,2,tt16163746,1,tt2403776,3,tt16402422,1,tt20871546,1,tt15494864,2,tt19394168,1,tt10293938,6,,
2023-04-02_Italy_Films,2023-04-02,Italy,Films,tt15255288,1,tt37879980,1,tt3554046,2,tt15654800,3,tt3155298,4,tt16900880,1,tt12794948,2,tt1167611,2,tt8482584,1,tt6673612,2
2023-04-02_Italy_TV,2023-04-02,Italy,TV,tt13918776,2,tt6864602,28,tt16163746,1,tt6864602,27,tt2403776,3,tt7587890,1,tt20871546,1,tt33513572,7,tt31869080,4,tt16402422,1
2023-04-02_Jamaica_Films,2023-04-02,Jamaica,Films,tt15255288,1,tt37879980,1,tt16900880,1,tt39466480,2,tt3155298,4,tt22297828,2,tt10041064,1,tt2560092,3,tt1502397,6,,
2023-04-02_Jamaica_TV,2023-04-02,Jamaica,TV,tt13918776,2,tt20871546,1,tt16163746,2,tt2741602,1,tt11704040,2,tt2403776,3,tt2741602,3,tt33513572,7,tt2403776,3,tt31869080,5
2023-04-02_Japan_Films,2023-04-02,Japan,Films,tt11083552,2,tt16900880,1,tt1745960,4,tt21825858,6,tt6246322,2,tt0241527,14,tt27666796,14,tt8562562,1,tt4160708,1,tt27919362,12
2023-04-02_Japan_TV,2023-04-02,Japan,TV,tt31869080,9,tt13918776,2,tt26225090,4,,,tt22001792,1,tt15222080,16,tt24578016,9,tt20869502,25,tt2741602,1,tt10850932,71
2023-04-02_Jordan_Films,2023-04-02,Jordan,Films,tt15255288,1,tt3155298,4,tt5433138,6,tt37879980,1,tt22297828,1,tt6932874,2,,,tt2560092,3,tt16900880,1,tt10098784,1
2023-04-02_Jordan_TV,2023-04-02,Jordan,TV,tt13918776,2,tt16163746,1,tt31869080,6,tt11704040,1,tt33513572,7,tt32270287,59,tt32270287,33,tt32270287,40,tt32270287,14,tt32270287,9
2023-04-02_Kenya_Films,2023-04-02,Kenya,Films,tt15255288,1,tt9340860,1,tt14439896,1,tt2850386,1,tt3155298,4,tt37879980,1,tt16900880,1,tt0903624,2,tt1170358,2,tt0462229,1
2023-04-02_Kenya_TV,2023-04-02,Kenya,TV,tt13918776,2,tt11704040,2,tt20871546,1,tt16163746,2,tt2741602,1,tt2403776,3,tt31869080,5,tt33513572,6,tt19394168,1,tt2741602,1
2023-04-02_Kuwait_Films,2023-04-02,Kuwait,Films,tt15255288,1,tt22297828,2,tt3155298,4,tt22170224,2,tt16900880,1,,,tt6932874,2,tt37879980,1,tt2560092,3,tt5433138,6
2023-04-02_Kuwait_TV,2023-04-02,Kuwait,TV,tt13918776,2,tt31869080,8,tt16163746,1,tt11704040,1,tt2403776,3,tt4179452,3,tt33054444,8,tt33513572,7,tt32270287,12,tt15494864,1
2023-04-02_Latvia_Films,2023-04-02,Latvia,Films,tt15255288,1,tt15815228,2,tt14439896,1,tt6173600,2,tt37879980,2,tt12593682,3,tt9411972,1,tt10872600,3,tt11832046,8,tt5108870,2
2023-04-02_Latvia_TV,2023-04-02,Latvia,TV,tt13918776,2,tt11704040,2,tt2403776,3,tt16163746,1,tt16402422,1,tt33513572,7,tt10839422,5,tt10293938,6,tt32270287,22,tt32270287,7
2023-04-02_Lebanon_Films,2023-04-02,Lebanon,Films,tt15255288,1,tt3155298,4,tt37879980,1,tt5433138,6,tt22297828,1,tt10098784,1,tt16900880,1,tt2560092,3,tt6932874,2,,
2023-04-02_Lebanon_TV,2023-04-02,Lebanon,TV,tt13918776,2,tt16163746,1,tt4179452,4,tt2403776,3,tt11704040,1,tt33513572,7,tt10293938,6,,,tt15494864,1,tt4565380,8
2023-04-02_Lithuania_Films,2023-04-02,Lithuania,Films,tt15255288,1,tt15815228,2,tt14439896,1,tt6173600,2,tt9411972,1,tt37879980,1,tt12593682,3,tt5108870,2,tt10872600,3,tt3155298,4
2023-04-02_Lithuania_TV,2023-04-02,Lithuania,TV,tt13918776,2,tt11704040,2,tt2403776,3,tt16163746,1,tt16402422,1,tt33513572,7,tt10839422,5,tt32270287,14,tt32270287,24,tt32270287,6
2023-04-02_Luxembourg_Films,2023-04-02,Luxembourg,Films,tt15255288,1,tt37879980,1,tt1838556,1,tt3155298,4,tt16900880,1,tt2140479,1,tt2560092,3,tt22297828,2,tt26763229,3,tt31174258,11
