,week,country,category,at_rank1,cumulative_weeks_in_top_10_1,at_rank2,cumulative_weeks_in_top_10_2,at_rank3,cumulative_weeks_in_top_10_3,at_rank4,cumulative_weeks_in_top_10_4,at_rank5,cumulative_weeks_in_top_10_5,at_rank6,cumulative_weeks_in_top_10_6,at_rank7,cumulative_weeks_in_top_10_7,at_rank8,cumulative_weeks_in_top_10_8,at_rank9,cumulative_weeks_in_top_10_9,at_rank10,cumulative_weeks_in_top_10_10
2023-04-02_Luxembourg_TV,2023-04-02,Luxembourg,TV,tt13918776,2,tt16163746,2,tt11704040,2,tt15494864,2,tt2403776,3,tt20871546,1,tt16402422,1,tt14746934,1,tt33513572,7,tt7587890,1
2023-04-02_Malaysia_Films,2023-04-02,Malaysia,Films,tt16900880,1,tt15255288,1,tt22297828,2,,,tt6146586,6,tt2911666,1,tt4425200,1,tt37879980,1,tt3155298,4,tt39466480,1
2023-04-02_Malaysia_TV,2023-04-02,Malaysia,TV,tt13918776,2,tt31869080,12,tt13400006,7,tt24082562,4,tt26225090,2,tt33054444,8,tt21828868,12,tt24578016,11,tt16163746,1,tt13759970,17
2023-04-02_Maldives_Films,2023-04-02,Maldives,Films,tt22297828,2,tt15255288,1,,,tt2560092,3,tt3155298,4,tt15175188,1,tt16900880,1,tt3405236,2,tt37879980,1,,
2023-04-02_Maldives_TV,2023-04-02,Maldives,TV,tt13918776,2,tt31869080,9,tt15471900,4,tt2403776,3,tt16163746,1,tt33054444,8,tt11704040,1,tt10293938,6,tt33513572,7,tt13400006,6
2023-04-02_Malta_Films,2023-04-02,Malta,Films,tt15255288,1,tt37879980,1,tt8332922,1,tt3155298,4,tt22297828,2,tt8482584,1,tt2560092,3,tt12794948,2,tt16900880,1,tt4425200,2
2023-04-02_Malta_TV,2023-04-02,Malta,TV,tt13918776,2,tt11704040,2,tt16163746,2,tt20871546,1,tt2403776,3,tt16402422,1,tt33513572,7,tt15494864,1,tt10839422,5,,
2023-04-02_Martinique_Films,2023-04-02,Martinique,Films,tt15255288,1,tt1502397,2,tt7975244,2,tt2239822,2,tt16900880,1,tt37879980,1,tt7401588,1,tt3155298,4,tt2560092,3,tt26763229,3
2023-04-02_Martinique_TV,2023-04-02,Martinique,TV,tt13918776,2,tt20871546,1,tt16163746,2,tt31869080,8,tt2403776,3,tt2741602,1,tt11704040,1,tt16402422,1,tt33513572,7,tt13980362,5
2023-04-02_Mauritius_Films,2023-04-02,Mauritius,Films,tt15255288,1,tt22297828,2,tt9340860,1,tt7975244,2,tt2850386,1,tt37879980,1,tt16900880,1,tt1502397,2,tt8332922,1,,
2023-04-02_Mauritius_TV,2023-04-02,Mauritius,TV,tt13918776,2,tt16163746,2,tt20871546,1,tt2741602,1,tt11704040,1,tt2403776,3,tt31869080,5,tt15494864,1,tt15471900,3,tt33513572,7
2023-04-02_Mexico_Films,2023-04-02,Mexico,Films,,,tt15255288,1,tt22297828,2,tt37879980,1,tt12794948,2,tt34812458,13,tt0396171,3,tt0298148,3,tt16900880,1,tt3155298,4
2023-04-02_Mexico_TV,2023-04-02,Mexico,TV,tt13918776,2,tt16163746,2,tt1704637,14,tt31869080,7,tt15494864,2,tt24578016,3,tt20871546,1,tt13443470,19,,,,
2023-04-02_Morocco_Films,2023-04-02,Morocco,Films,tt15255288,1,tt7975244,2,tt3155298,4,tt1502397,1,tt16900880,1,tt22297828,2,tt37879980,1,tt5433138,6,tt6932874,2,tt2560092,3
2023-04-02_Morocco_TV,2023-04-02,Morocco,TV,tt13918776,2,tt15494864,2,tt16163746,1,tt31869080,8,tt2741602,1,tt4179452,3,tt2403776,3,tt20871546,1,tt11704040,1,,
2023-04-02_Netherlands_Films,2023-04-02,Netherlands,Films,tt15255288,1,tt3155298,4,tt37879980,1,tt9848668,1,tt6803212,2,tt2560092,3,tt22297828,1,tt0363437,2,tt16900880,1,tt11847834,5
2023-04-02_Netherlands_TV,2023-04-02,Netherlands,TV,tt13918776,2,tt11704040,2,tt2403776,3,tt20871546,1,tt21955940,2,tt16402422,1,tt33513572,7,tt3006802,4,tt10293938,6,,
2023-04-02_New_Caledonia_Films,2023-04-02,New_Caledonia,Films,tt7975244,2,tt2239822,2,tt1502397,2,tt15255288,1,tt37879980,1,tt7401588,1,tt16900880,1,tt3155298,4,tt2560092,3,tt8060774,1
2023-04-02_New_Caledonia_TV,2023-04-02,New_Caledonia,TV,tt13918776,2,tt16163746,2,tt2403776,3,tt20871546,1,tt31869080,6,tt14746934,1,tt21955940,2,tt16402422,1,tt15494864,1,tt10293938,6
2023-04-02_New_Zealand_Films,2023-04-02,New_Zealand,Films,tt15255288,1,tt37879980,1,tt3155298,4,tt1723121,2,tt10661180,1,tt0429589,1,tt2911666,4,tt2560092,3,tt16900880,1,tt22297828,2
2023-04-02_New_Zealand_TV,2023-04-02,New_Zealand,TV,tt13918776,2,tt16402422,1,tt11704040,1,tt2403776,3,tt16163746,1,,,tt26687196,2,tt33513572,7,tt31869080,6,tt20871546,1
2023-04-02_Nicaragua_Films,2023-04-02,Nicaragua,Films,tt15255288,1,,,tt22297828,2,tt37879980,1,tt16900880,1,tt0396171,3,tt3155298,4,tt12794948,1,tt0298148,2,tt0381707,5
2023-04-02_Nicaragua_TV,2023-04-02,Nicaragua,TV,tt13918776,2,,,tt15494864,2,tt0387763,89,,,tt16163746,2,tt31869080,5,tt24578016,3,tt1704637,14,tt14471346,50
2023-04-02_Nigeria_Films,2023-04-02,Nigeria,Films,tt0455788,3,tt15255288,1,tt16900880,1,tt3155298,4,tt39466480,2,tt14439896,1,tt22297828,1,tt2310332,2,tt9340860,1,tt1170358,2
2023-04-02_Nigeria_TV,2023-04-02,Nigeria,TV,tt13918776,2,tt2403776,3,tt20871546,1,tt31869080,6,tt16163746,1,tt13400006,7,tt2403776,3,tt33054444,8,tt2741602,1,tt10839422,14
2023-04-02_Norway_Films,2023-04-02,Norway,Films,tt15255288,1,tt37879980,1,tt9419056,2,tt3155298,4,tt10005798,1,tt11832046,18,tt2560092,3,tt16900880,1,tt22297828,1,,
2023-04-02_Norway_TV,2023-04-02,Norway,TV,tt13918776,2,tt11704040,2,tt16402422,1,tt2403776,3,,,tt26743607,1,tt33513572,7,tt10293938,6,tt15494864,1,tt20871546,1
2023-04-02_Oman_Films,2023-04-02,Oman,Films,tt22297828,2,tt15255288,1,tt3155298,4,tt23052426,1,tt16900880,1,tt2560092,3,tt15175188,1,tt5433138,6,tt6932874,2,tt37879980,1
2023-04-02_Oman_TV,2023-04-02,Oman,TV,tt13918776,2,tt16163746,1,tt31869080,8,tt4179452,3,tt2403776,3,tt33054444,8,tt15471900,4,tt4320258,56,tt11704040,1,tt13400006,6
2023-04-02_Pakistan_Films,2023-04-02,Pakistan,Films,tt22297828,2,tt15255288,1,,,tt15175188,1,tt14625676,1,tt3155298,4,tt15281704,3,tt3405236,3,tt16900880,1,tt2560092,3
2023-04-02_Pakistan_TV,2023-04-02,Pakistan,TV,tt13918776,2,tt15471900,4,tt2403776,3,tt31869080,6,tt13433812,35,tt13443470,19,tt33513572,7,tt6468322,80,tt2403776,3,tt33054444,8
2023-04-02_Panama_Films,2023-04-02,Panama,Films,tt15255288,1,,,tt22297828,2,tt37879980,1,tt3155298,4,tt16900880,1,tt12794948,1,tt2560092,3,tt26763229,3,tt0396171,2
2023-04-02_Panama_TV,2023-04-02,Panama,TV,tt13918776,2,tt15494864,2,,,tt16163746,2,,,tt14471346,36,tt20871546,1,tt31869080,5,tt1704637,14,tt2403776,3
2023-04-02_Paraguay_Films,2023-04-02,Paraguay,Films,tt15255288,1,,,tt22297828,2,tt37879980,1,tt0398808,1,tt3155298,4,tt12794948,1,tt16900880,1,tt5716848,1,tt2560092,3
2023-04-02_Paraguay_TV,2023-04-02,Paraguay,TV,tt13918776,2,tt15494864,2,,,tt16163746,2,,,tt0387763,65,tt14471346,46,tt31869080,5,tt1704637,14,tt15494864,4
2023-04-02_Peru_Films,2023-04-02,Peru,Films,,,tt15255288,1,tt22297828,2,tt37879980,1,tt16900880,1,tt0398808,1,tt3155298,4,tt0396171,3,tt34812458,11,tt2404233,1
2023-04-02_Peru_TV,2023-04-02,Peru,TV,tt13918776,2,tt15494864,2,tt24578016,6,,,,,tt1704637,14,tt0387763,82,tt31869080,7,tt16163746,1,tt15494864,4
2023-04-02_Philippines_Films,2023-04-02,Philippines,Films,,,tt22170224,2,tt16900880,1,tt15255288,1,tt6146586,5,tt2911666,3,tt4425200,2,tt39466480,2,tt11212572,1,,
2023-04-02_Philippines_TV,2023-04-02,Philippines,TV,tt13918776,2,tt31869080,13,tt16163746,1,tt33054444,8,tt13400006,7,tt24082562,4,tt26225090,1,tt24578016,10,tt2403776,3,tt10850932,5
2023-04-02_Poland_Films,2023-04-02,Poland,Films,tt15255288,1,tt12794948,2,tt9340860,1,tt9419056,1,tt37879980,1,tt10880552,1,tt11832046,5,tt3155298,4,tt5616176,3,tt16900880,1
2023-04-02_Poland_TV,2023-04-02,Poland,TV,tt13918776,2,tt16163746,2,tt16402422,1,tt20871546,1,tt2403776,3,tt11704040,1,tt15494864,2,tt21955940,2,tt4179452,1,tt8467618,59
2023-04-02_Portugal_Films,2023-04-02,Portugal,Films,tt15255288,1,tt22297828,2,tt3155298,4,tt37879980,1,tt16900880,1,tt2560092,3,tt11832046,5,tt7496266,1,tt9844522,3,tt12794948,1
2023-04-02_Portugal_TV,2023-04-02,Portugal,TV,tt13918776,2,tt15494864,2,tt2403776,3,tt11704040,1,tt20871546,1,tt16163746,1,tt16402422,1,,,tt33513572,7,tt10293938,6
2023-04-02_Qatar_Films,2023-04-02,Qatar,Films,tt15255288,1,tt22170224,2,tt22297828,2,tt16900880,1,,,tt3155298,4,tt37879980,1,tt6932874,2,tt5433138,6,tt2560092,3
2023-04-02_Qatar_TV,2023-04-02,Qatar,TV,tt13918776,2,tt31869080,8,tt16163746,1,tt11704040,1,tt2403776,3,tt33054444,8,tt20871546,1,tt4179452,3,tt13400006,7,tt33513572,7
2023-04-02_Romania_Films,2023-04-02,Romania,Films,tt15255288,1,tt12981538,2,tt37879980,1,tt22297828,2,tt16900880,1,tt3155298,4,tt2560092,3,tt39466480,2,,,tt11832046,5
2023-04-02_Romania_TV,2023-04-02,Romania,TV,tt13918776,2,tt20871546,1,tt16163746,2,tt2403776,3,tt15494864,2,tt16402422,1,tt11704040,1,tt2741602,1,,,tt10839422,5
2023-04-02_Russia_Films,2023-04-02,Russia,Films,,,,,,,,,,,,,,,,,,,,
2023-04-02_Russia_TV,2023-04-02,Russia,TV,,,,,,,,,,,,,,,,,,,,
2023-04-02_R̩union_Films,2023-04-02,R̩union,Films,tt15255288,1,tt7975244,2,tt2239822,2,tt1502397,2,tt16900880,1,tt37879980,1,tt7401588,1,tt3155298,4,tt7948118,1,tt26763229,3
2023-04-02_R̩union_TV,2023-04-02,R̩union,TV,tt13918776,2,tt16163746,2,tt20871546,1,tt2403776,3,tt31869080,7,tt2741602,1,tt38960977,9,tt15494864,1,tt16402422,1,tt33513572,7
2023-04-02_Saudi_Arabia_Films,2023-04-02,Saudi_Arabia,Films,tt15255288,1,tt3155298,4,tt22297828,2,tt16900880,1,tt37879980,1,tt2560092,3,tt39466480,1,tt5433138,6,tt6932874,2,tt22170224,1
2023-04-02_Saudi_Arabia_TV,2023-04-02,Saudi_Arabia,TV,tt13918776,2,tt31869080,9,tt16163746,1,tt4179452,3,tt33054444,8,tt2403776,3,tt15494864,1,tt13400006,7,tt33513572,7,tt11704040,1
2023-04-02_Serbia_Films,2023-04-02,Serbia,Films,tt15255288,1,tt37879980,1,tt3155298,4,tt16900880,1,tt9419056,1,tt2560092,3,tt22297828,1,tt18747542,4,tt2850386,5,tt8760280,4
2023-04-02_Serbia_TV,2023-04-02,Serbia,TV,tt13918776,2,tt16163746,1,tt2403776,3,tt15494864,2,tt33513572,7,tt11704040,1,tt16402422,1,tt10839422,5,,,,
2023-04-02_Singapore_Films,2023-04-02,Singapore,Films,tt15255288,1,tt16900880,1,tt6146586,5,tt2911666,2,tt4425200,2,tt22297828,2,tt37879980,1,tt6513406,3,,,tt3155298,4
2023-04-02_Singapore_TV,2023-04-02,Singapore,TV,tt13918776,2,tt31869080,13,tt26225090,3,tt24082562,4,tt18382028,1,tt13400006,7,,,tt24578016,10,tt11704040,1,tt33054444,8
2023-04-02_Slovakia_Films,2023-04-02,Slovakia,Films,tt15255288,1,tt16578828,1,tt11832046,5,tt3155298,4,tt37879980,1,tt16251138,1,tt9419056,1,tt16900880,1,tt2850386,6,tt2560092,3
2023-04-02_Slovakia_TV,2023-04-02,Slovakia,TV,tt13918776,2,tt16163746,2,tt2403776,3,tt11704040,2,tt15494864,2,tt13443470,19,tt33513572,7,tt10839422,5,,,tt16402422,1
2023-04-02_Slovenia_Films,2023-04-02,Slovenia,Films,tt15255288,1,tt37879980,1,tt9419056,1,tt3155298,4,tt8760280,4,tt11832046,5,tt16900880,1,tt2850386,6,tt2560092,3,tt31174258,8
2023-04-02_Slovenia_TV,2023-04-02,Slovenia,TV,tt13918776,2,tt11704040,2,tt2403776,3,tt16402422,1,tt15494864,2,tt33513572,7,tt10839422,5,tt10293938,6,tt16163746,1,tt2403776,3
2023-04-02_South_Africa_Films,2023-04-02,South_Africa,Films,tt15255288,1,tt9340860,1,tt14439896,2,tt2850386,1,tt37879980,1,tt3155298,4,tt0903624,2,tt0462229,1,tt1170358,2,tt2369135,1
2023-04-02_South_Africa_TV,2023-04-02,South_Africa,TV,tt13918776,2,tt20871546,1,tt11704040,2,tt16163746,2,tt2741602,1,tt2403776,3,,,tt33513572,7,tt19394168,1,tt2342499,3
2023-04-02_South_Korea_Films,2023-04-02,South_Korea,Films,tt16900880,1,tt7525602,1,,,tt12004038,1,tt23157348,4,tt39466480,2,tt22297828,1,tt22897604,2,,,tt9426210,2
2023-04-02_South_Korea_TV,2023-04-02,South_Korea,TV,tt31869080,14,tt26225090,4,tt15515264,2,tt13918776,2,tt31956936,6,,,tt13400006,7,tt24578016,11,tt26340363,5,,
2023-04-02_Spain_Films,2023-04-02,Spain,Films,tt15255288,1,tt14513250,1,tt37879980,1,tt3155298,4,tt8940020,1,tt22297828,1,tt6394140,7,tt14118246,3,tt16900880,1,tt17285458,1
2023-04-02_Spain_TV,2023-04-02,Spain,TV,tt13918776,2,tt15494864,2,,,tt2651246,4,tt8787372,4,tt16163746,1,tt13980362,5,tt2651246,5,tt2403776,3,tt15494864,5
2023-04-02_Sri_Lanka_Films,2023-04-02,Sri_Lanka,Films,tt15255288,1,tt22297828,2,tt15427980,3,tt3155298,4,tt37879980,1,tt15175188,1,tt3405236,2,tt2560092,3,tt16900880,1,,
2023-04-02_Sri_Lanka_TV,2023-04-02,Sri_Lanka,TV,tt13918776,2,tt2403776,3,tt16163746,1,tt31869080,8,tt11704040,1,tt33054444,8,tt13400006,7,tt10839422,5,tt33513572,7,tt13443470,15
2023-04-02_Sweden_Films,2023-04-02,Sweden,Films,tt15255288,1,tt37879980,1,tt9419056,2,tt3155298,4,tt10005798,1,tt11832046,18,tt2560092,3,tt16900880,1,tt11686490,1,tt22297828,1
2023-04-02_Sweden_TV,2023-04-02,Sweden,TV,tt13918776,2,tt11704040,2,tt2403776,3,tt16402422,1,,,tt33513572,7,tt20871546,1,tt10293938,6,tt15494864,1,tt26687196,2
2023-04-02_Switzerland_Films,2023-04-02,Switzerland,Films,tt15255288,1,tt1838556,1,tt37879980,1,tt2140479,1,tt3155298,4,tt16900880,1,tt2560092,3,tt11832046,1,tt7975244,4,tt12794948,1
2023-04-02_Switzerland_TV,2023-04-02,Switzerland,TV,tt13918776,2,tt16163746,2,tt11704040,2,tt2403776,3,tt16402422,1,tt15494864,2,tt7587890,1,tt20871546,1,tt33513572,7,,
2023-04-02_Taiwan_Films,2023-04-02,Taiwan,Films,tt16900880,1,tt22297828,1,tt6146586,3,tt2911666,3,tt4425200,3,tt15255288,1,,,tt3155298,4,tt13058290,2,tt36226583,7
2023-04-02_Taiwan_TV,2023-04-02,Taiwan,TV,tt18382028,1,tt31869080,14,tt13918776,2,tt26225090,3,tt24578016,11,tt13400006,7,tt24082562,4,tt22460828,1,tt21301278,18,,
2023-04-02_Thailand_Films,2023-04-02,Thailand,Films,,,tt16900880,1,tt6146586,6,tt2058673,1,tt2911666,2,tt4425200,2,,,tt15255288,1,tt39174715,1,tt15575470,3
2023-04-02_Thailand_TV,2023-04-02,Thailand,TV,tt21822470,2,tt31869080,10,tt13918776,2,tt10850932,32,tt18382028,1,tt24082562,4,tt33054444,8,tt13400006,7,tt20859920,38,tt2403776,3
2023-04-02_Trinidad_and_Tobago_Films,2023-04-02,Trinidad_and_Tobago,Films,tt15255288,1,tt37879980,1,tt22297828,2,tt3155298,4,tt16900880,1,tt10041064,1,tt2560092,3,tt15175188,1,tt39466480,2,tt1502397,6
2023-04-02_Trinidad_and_Tobago_TV,2023-04-02,Trinidad_and_Tobago,TV,tt13918776,2,tt11704040,2,tt20871546,1,tt16163746,2,tt2741602,1,tt2403776,3,tt33513572,7,tt19394168,1,tt5296406,1,tt2741602,2
2023-04-02_Turkey_Films,2023-04-02,Turkey,Films,tt15255288,1,,,,,tt8332922,2,tt16900880,1,tt3155298,4,tt23334464,5,tt37879980,1,tt2560092,3,tt14369286,5
2023-04-02_Turkey_TV,2023-04-02,Turkey,TV,tt16163746,2,tt13918776,2,tt2403776,3,tt20871546,1,tt31869080,5,tt33513572,8,tt2403776,3,,,tt13443470,18,,
2023-04-02_Ukraine_Films,2023-04-02,Ukraine,Films,tt15255288,1,tt3155298,4,tt37879980,15,tt37675337,3,tt12794948,2,tt7991608,61,tt7798604,6,tt1649418,16,tt18747542,4,tt12823454,8
2023-04-02_Ukraine_TV,2023-04-02,Ukraine,TV,tt13918776,2,tt2403776,3,tt12115998,1,tt14504008,1,tt10839422,5,tt2403776,3,tt10839422,15,tt13443470,19,tt8740790,16,tt8740790,26
2023-04-02_United_Arab_Emirates_Films,2023-04-02,United_Arab_Emirates,Films,tt15255288,1,tt22297828,2,tt22170224,2,tt16900880,1,,,tt3155298,4,tt37879980,1,tt15175188,1,tt6932874,2,tt2560092,3
2023-04-02_United_Arab_Emirates_TV,2023-04-02,United_Arab_Emirates,TV,tt13918776,2,tt16163746,1,tt11704040,2,tt31869080,8,tt2403776,3,tt15471900,4,tt33054444,8,tt20871546,1,tt15494864,1,tt33513572,7
2023-04-02_United_Kingdom_Films,2023-04-02,United_Kingdom,Films,tt15255288,1,tt37879980,2,tt8332922,1,tt3155298,4,tt29668370,1,tt5220122,3,tt1595353,5,tt11686490,1,tt0837562,2,tt2199683,1
2023-04-02_United_Kingdom_TV,2023-04-02,United_Kingdom,TV,tt13918776,2,tt11704040,2,tt2403776,3,tt33513572,8,tt16402422,1,tt16163746,1,tt20871546,1,tt26687196,2,,,tt10293938,6
2023-04-02_United_States_Films,2023-04-02,United_States,Films,tt15255288,1,tt10041064,2,tt37879980,1,tt5113044,8,tt6491178,3,tt1194173,1,tt0422093,1,tt6467266,28,tt0307453,1,tt31030540,1
2023-04-02_United_States_TV,2023-04-02,United_States,TV,tt13918776,2,tt11704040,2,,,tt16163746,2,tt2403776,3,tt19394168,1,tt26687196,2,tt20871546,1,tt33513572,7,tt10293938,6
2023-04-02_Uruguay_Films,2023-04-02,Uruguay,Films,tt15255288,1,,,tt37879980,1,tt22297828,2,tt12306964,1,tt3155298,4,tt12794948,2,tt15654800,3,tt16900880,1,tt2560092,3
2023-04-02_Uruguay_TV,2023-04-02,Uruguay,TV,tt13918776,2,tt16163746,2,tt37150947,2,tt13980362,5,tt20871546,1,tt15494864,2,,,tt21955940,2,,,tt2741602,1
2023-04-02_Venezuela_Films,2023-04-02,Venezuela,Films,tt15255288,1,,,tt22297828,2,tt37879980,1,tt3155298,4,tt16900880,1,tt12794948,2,tt2560092,3,tt15654800,3,tt12306964,1
2023-04-02_Venezuela_TV,2023-04-02,Venezuela,TV,tt13918776,2,,,,,,,tt16163746,1,tt1704637,14,tt15494864,2,tt14471346,63,tt31869080,4,,
2023-04-02_Vietnam_Films,2023-04-02,Vietnam,Films,tt16900880,1,tt39466480,2,tt15255288,1,,,tt22297828,1,tt6146586,10,tt3155298,4,tt14573918,4,tt4425200,3,tt2911666,1
2023-04-02_Vietnam_TV,2023-04-02,Vietnam,TV,tt31869080,14,tt13918776,2,tt13759970,15,tt13400006,7,tt26225090,2,tt26340363,4,tt24578016,10,tt22460828,1,tt8865016,14,tt18382028,1
2023-04-09_Argentina_Films,2023-04-09,Argentina,Films,tt15255288,2,tt12279814,1,tt4572514,1,,,tt37879980,2,tt14902080,1,tt34154379,1,tt16900880,2,tt29668370,1,tt3155298,5
2023-04-09_Argentina_TV,2023-04-09,Argentina,TV,tt13918776,3,tt20871546,2,tt2741602,1,tt37150947,3,tt13980362,6,tt26743607,1,,,,,tt16163746,3,tt0387763,75
2023-04-09_Australia_Films,2023-04-09,Australia,Films,tt15255288,2,tt33967932,1,tt1469304,1,tt37879980,2,tt34154379,1,tt7679140,3,tt29668370,1,tt16900880,2,tt27078772,1,tt1758830,2
2023-04-09_Australia_TV,2023-04-09,Australia,TV,tt13918776,3,tt16402422,2,tt14403178,1,tt11704040,2,tt19394168,2,tt2403776,4,,,tt26743607,1,tt20871546,1,tt33513572,8
2023-04-09_Austria_Films,2023-04-09,Austria,Films,tt15255288,2,tt37879980,2,tt11832046,2,tt12279814,1,tt16900880,2,tt2304933,1,tt15660518,1,tt1838556,2,tt39480694,1,tt2140479,3
2023-04-09_Austria_TV,2023-04-09,Austria,TV,tt13918776,3,tt7587890,2,tt7587890,1,tt11704040,3,tt16402422,2,,,tt2403776,4,tt16163746,3,tt15441266,1,tt14403178,1
2023-04-09_Bahamas_Films,2023-04-09,Bahamas,Films,tt15255288,2,tt8155182,2,tt16900880,2,tt12279814,1,tt37879980,2,tt14902080,1,tt29668370,1,tt0884732,1,tt0259324,1,tt0327084,1
2023-04-09_Bahamas_TV,2023-04-09,Bahamas,TV,tt13918776,3,tt2741602,2,tt14403178,1,tt11704040,3,tt20871546,2,tt2741602,4,tt33092200,1,tt5296406,1,tt2741602,6,tt16163746,3
2023-04-09_Bahrain_Films,2023-04-09,Bahrain,Films,tt15255288,2,tt16900880,2,tt8404256,1,tt10098784,1,tt12279814,1,tt37879980,2,tt34154379,2,tt15175188,2,tt35349431,1,tt14902080,1
2023-04-09_Bahrain_TV,2023-04-09,Bahrain,TV,tt13918776,3,tt11704040,3,tt14403178,1,tt31869080,9,tt33054444,9,tt2403776,4,tt16163746,2,tt18382028,1,tt4179452,4,tt26743607,1
2023-04-09_Bangladesh_Films,2023-04-09,Bangladesh,Films,tt15255288,2,tt22297828,3,tt16900880,2,tt8093700,1,,,tt23472806,2,tt37879980,1,tt12279814,1,tt14902080,1,tt11084896,1
2023-04-09_Bangladesh_TV,2023-04-09,Bangladesh,TV,tt13918776,3,tt15471900,5,tt31869080,9,tt33054444,9,tt18382028,1,tt2403776,4,tt13433812,15,,,tt13443470,20,tt30145363,29
2023-04-09_Belgium_Films,2023-04-09,Belgium,Films,tt15255288,2,tt33967932,1,tt6806448,2,tt37879980,2,tt12279814,1,tt34154379,1,tt14550732,1,tt16900880,2,tt3155298,5,tt29668370,1
2023-04-09_Belgium_TV,2023-04-09,Belgium,TV,tt13918776,3,tt11704040,2,tt33092200,1,tt20871546,2,tt2403776,4,tt16402422,2,tt14403178,1,tt26743607,1,tt15441266,1,tt14746934,2
2023-04-09_Bolivia_Films,2023-04-09,Bolivia,Films,tt15255288,2,,,tt34154379,2,tt12279814,1,tt14902080,1,tt29668370,1,tt37879980,2,tt31415801,1,tt2338187,3,tt16900880,2
2023-04-09_Bolivia_TV,2023-04-09,Bolivia,TV,tt13918776,3,tt24578016,6,tt1704637,15,,,tt1370334,41,,,tt31869080,8,tt0387763,66,tt14471346,29,tt15494864,3
2023-04-09_Brazil_Films,2023-04-09,Brazil,Films,tt15255288,2,tt12279814,1,tt4572514,2,tt34154379,2,tt3717490,2,tt37879980,2,tt16900880,2,tt0259324,1,tt2378507,1,tt29668370,1
2023-04-09_Brazil_TV,2023-04-09,Brazil,TV,tt13918776,3,tt2741602,2,tt2734004,84,tt33374179,45,tt20871546,2,tt2741602,1,tt11053146,3,tt26743607,1,tt11704040,2,tt14403178,1
2023-04-09_Bulgaria_Films,2023-04-09,Bulgaria,Films,tt15255288,2,tt37879980,3,tt16900880,2,tt12279814,1,tt34154379,2,tt0884328,1,tt3155298,5,tt20567314,1,tt39480694,1,tt2911666,2
2023-04-09_Bulgaria_TV,2023-04-09,Bulgaria,TV,tt13918776,3,tt11704040,3,tt2403776,4,tt14403178,1,tt33513572,9,tt16163746,2,tt16402422,2,tt13443470,16,tt10839422,6,tt15441266,1
2023-04-09_Canada_Films,2023-04-09,Canada,Films,tt15255288,2,tt4912910,1,tt8110232,1,tt37879980,2,,,tt2381249,1,tt3272066,1,tt12279814,1,tt0363282,1,tt0337741,1
2023-04-09_Canada_TV,2023-04-09,Canada,TV,tt11704040,3,tt13918776,3,tt14403178,1,tt19394168,2,tt16402422,2,,,tt2403776,4,tt15441266,1,tt26743607,1,tt33513572,8
2023-04-09_Chile_Films,2023-04-09,Chile,Films,tt15255288,2,tt12279814,1,,,tt34154379,2,tt37879980,2,tt14902080,1,tt4572514,1,tt29668370,1,tt16900880,2,tt19758012,1
2023-04-09_Chile_TV,2023-04-09,Chile,TV,tt13918776,3,tt0387763,66,,,tt14471346,33,tt2741602,1,,,tt1704637,15,tt27128307,1,tt5296406,1,tt26743607,1
2023-04-09_Colombia_Films,2023-04-09,Colombia,Films,tt15255288,2,tt34154379,3,tt12279814,1,,,tt14902080,1,tt37879980,2,tt2338187,2,tt16900880,2,tt3155298,5,tt29668370,1
2023-04-09_Colombia_TV,2023-04-09,Colombia,TV,tt13918776,3,tt14417802,6,,,tt26346647,8,tt15494864,3,,,tt0387763,43,,,,,tt2741602,1
2023-04-09_Costa_Rica_Films,2023-04-09,Costa_Rica,Films,tt15255288,2,tt34154379,1,tt12279814,1,,,tt37879980,2,tt14902080,1,tt29668370,1,tt16900880,2,tt3155298,5,tt2338187,2
2023-04-09_Costa_Rica_TV,2023-04-09,Costa_Rica,TV,tt13918776,3,,,,,tt0387763,81,tt2741602,1,tt15494864,3,tt8560918,34,tt14471346,38,,,tt16163746,2
2023-04-09_Croatia_Films,2023-04-09,Croatia,Films,tt15255288,2,tt37879980,2,tt0884328,1,tt12279814,1,tt32166967,1,tt39480694,1,tt3155298,5,tt29668370,1,tt16900880,2,tt2850386,7
2023-04-09_Croatia_TV,2023-04-09,Croatia,TV,tt13918776,3,tt11704040,3,tt16402422,2,tt14403178,1,tt2403776,4,tt26743607,1,tt15441266,1,tt33513572,8,tt20871546,2,tt15494864,3
2023-04-09_Cyprus_Films,2023-04-09,Cyprus,Films,tt15255288,2,tt12279814,1,tt37879980,2,tt34154379,2,tt16900880,2,tt5433138,4,tt32166967,1,tt14902080,1,tt29668370,1,tt3155298,5
2023-04-09_Cyprus_TV,2023-04-09,Cyprus,TV,tt13918776,3,tt2741602,2,tt11704040,3,tt14403178,1,tt16402422,2,tt20871546,2,tt2741602,1,tt15441266,1,tt2403776,4,tt32270287,28
2023-04-09_Czech_Republic_Films,2023-04-09,Czech_Republic,Films,tt15255288,2,tt16251138,2,tt11832046,6,tt37879980,2,tt12279814,1,tt16578828,2,tt29668370,1,tt16900880,1,tt16235178,1,tt32166967,1
2023-04-09_Czech_Republic_TV,2023-04-09,Czech_Republic,TV,tt13918776,3,tt11704040,3,tt13443470,20,tt2403776,4,tt26743607,1,tt14403178,1,tt16402422,2,tt15441266,1,tt33513572,7,tt16163746,2
