week,at_rank1,views_at_rank1,at_rank2,views_at_rank2,at_rank3,views_at_rank3,at_rank4,views_at_rank4,at_rank5,views_at_rank5,at_rank6,views_at_rank6,at_rank7,views_at_rank7,at_rank8,views_at_rank8,at_rank9,views_at_rank9,at_rank10,views_at_rank10
2022-02-13,tt14463484,"[34700000.0, nan, 2.0]",,,tt0819105,"[10710000.0, nan, 1.0]",tt14486678,"[8960000.0, nan, 1.0]",tt15553956,"[6680000.0, nan, 1.0]",tt10360772,"[5680000.0, nan, 2.0]",tt11541872,"[4400000.0, nan, 1.0]",tt13057626,"[2660000.0, nan, 1.0]",tt8907974,"[2440000.0, nan, 2.0]",,
2022-02-13,tt8740976,"[77310000.0, nan, 1.0]",tt9077540,"[58150000.0, nan, 2.0]",tt7826108,"[30350000.0, nan, 2.0]",tt5071412,"[24770000.0, nan, 4.0]",tt7826108,"[23520000.0, nan, 2.0]",tt13315324,"[22020000.0, nan, 3.0]",tt11704040,"[21780000.0, nan, 1.0]",tt9077540,"[21640000.0, nan, 1.0]",tt5363918,"[17090000.0, nan, 1.0]",tt11859542,"[16310000.0, nan, 3.0]"
2022-02-13,tt14169960,"[113240000.0, nan, 3.0]",tt0216459,"[51840000.0, nan, 7.0]",tt12540080,"[43760000.0, nan, 2.0]",tt12540080,"[23650000.0, nan, 2.0]",tt8693266,"[18250000.0, nan, 1.0]",tt8693266,"[15870000.0, nan, 1.0]",tt8560918,"[13070000.0, nan, 13.0]",tt15494864,"[11920000.0, nan, 3.0]",tt15026724,"[11910000.0, nan, 8.0]",tt0233127,"[11050000.0, nan, 12.0]"
2022-02-06,tt14992922,"[45800000.0, nan, 1.0]",tt0225947,"[33630000.0, nan, 2.0]",tt1690953,"[14340000.0, nan, 1.0]",tt4172430,"[12980000.0, nan, 1.0]",tt1055369,"[9790000.0, nan, 1.0]",tt13989030,"[8510000.0, nan, 3.0]",tt0229499,"[6930000.0, nan, 7.0]",tt1323594,"[6850000.0, nan, 1.0]",tt8707922,"[6410000.0, nan, 1.0]",tt0368721,"[6370000.0, nan, 1.0]"
2022-02-06,tt14463484,"[33250000.0, nan, 1.0]",tt10360772,"[18720000.0, nan, 1.0]",tt14369276,"[4840000.0, nan, 3.0]",tt8907974,"[2460000.0, nan, 1.0]",tt0326749,"[1570000.0, nan, 3.0]",,,tt14840634,"[1370000.0, nan, 3.0]",tt16453244,"[1270000.0, nan, 5.0]",tt11692986,"[1250000.0, nan, 2.0]",tt0012452,"[1180000.0, nan, 1.0]"
2022-02-06,tt13315324,"[60480000.0, nan, 2.0]",tt7826108,"[49090000.0, nan, 1.0]",tt11859542,"[44800000.0, nan, 2.0]",tt5071412,"[44630000.0, nan, 3.0]",tt9077540,"[43000000.0, nan, 1.0]",tt7826108,"[26460000.0, nan, 1.0]",tt5071412,"[19930000.0, nan, 3.0]",tt5071412,"[17360000.0, nan, 2.0]",tt5071412,"[17210000.0, nan, 2.0]",tt6048596,"[16690000.0, nan, 2.0]"
2022-02-06,tt14169960,"[236230000.0, nan, 2.0]",tt0216459,"[65860000.0, nan, 6.0]",tt12540080,"[49590000.0, nan, 1.0]",tt15494864,"[28740000.0, nan, 2.0]",tt12540080,"[24990000.0, nan, 1.0]",tt15026724,"[16030000.0, nan, 7.0]",tt13323004,"[15960000.0, nan, 1.0]",tt8560918,"[15050000.0, nan, 12.0]",tt6342474,"[14360000.0, nan, 1.0]",tt0233127,"[11210000.0, nan, 11.0]"
2022-01-30,tt13989030,"[26580000.0, nan, 2.0]",tt0225947,"[21050000.0, nan, 1.0]",,,tt0229499,"[10250000.0, nan, 6.0]",tt5113040,"[7850000.0, nan, 3.0]",tt7991608,"[6540000.0, nan, 12.0]",tt5220122,"[6280000.0, nan, 5.0]",tt13978306,"[5840000.0, nan, 3.0]",tt5734576,"[5760000.0, nan, 1.0]",tt9421200,"[4870000.0, nan, 1.0]"
2022-01-30,tt14369276,"[12380000.0, nan, 2.0]",tt14840634,"[7990000.0, nan, 2.0]",,,tt13349716,"[2880000.0, nan, 2.0]",tt0326749,"[2630000.0, nan, 2.0]",tt16453244,"[2610000.0, nan, 4.0]",tt13729220,"[1740000.0, nan, 3.0]",tt6402468,"[1690000.0, nan, 11.0]",tt10127684,"[1400000.0, nan, 2.0]",tt10945274,"[1400000.0, nan, 6.0]"
2022-01-30,tt5071412,"[96340000.0, nan, 2.0]",tt13315324,"[40080000.0, nan, 1.0]",tt13365348,"[36270000.0, nan, 3.0]",tt5071412,"[35230000.0, nan, 2.0]",tt12004280,"[31740000.0, nan, 2.0]",tt11859542,"[24720000.0, nan, 1.0]",tt5071412,"[21540000.0, nan, 1.0]",tt6048596,"[21320000.0, nan, 1.0]",tt5071412,"[20280000.0, nan, 1.0]",tt0125643,"[16460000.0, nan, 1.0]"
2022-01-30,tt14169960,"[124790000.0, nan, 1.0]",tt0216459,"[82750000.0, nan, 5.0]",tt15494864,"[30630000.0, nan, 1.0]",tt16428640,"[26340000.0, nan, 1.0]",tt15026724,"[22730000.0, nan, 6.0]",tt8560918,"[17800000.0, nan, 11.0]",tt0233127,"[11730000.0, nan, 10.0]",tt14655298,"[11470000.0, nan, 1.0]",tt5820976,"[10710000.0, nan, 2.0]",tt6267820,"[10400000.0, nan, 15.0]"
2022-01-23,tt13989030,"[42490000.0, nan, 1.0]",tt13978306,"[28570000.0, nan, 2.0]",tt0229499,"[17130000.0, nan, 5.0]",tt5113040,"[16800000.0, nan, 2.0]",tt10841088,"[11840000.0, nan, 2.0]",,,tt13069986,"[8980000.0, nan, 1.0]",tt7991608,"[7310000.0, nan, 11.0]",tt13575806,"[6320000.0, nan, 7.0]",tt13029044,"[5330000.0, nan, 3.0]"
2022-01-23,tt16453244,"[8690000.0, nan, 3.0]",tt13729220,"[6920000.0, nan, 2.0]",tt13349716,"[3590000.0, nan, 1.0]",tt14369276,"[3170000.0, nan, 1.0]",,,tt10127684,"[2450000.0, nan, 1.0]",tt14840634,"[2380000.0, nan, 1.0]",tt0326749,"[2050000.0, nan, 1.0]",tt6402468,"[1870000.0, nan, 10.0]",tt10945274,"[1780000.0, nan, 5.0]"
2022-01-23,tt5071412,"[77010000.0, nan, 1.0]",tt13365348,"[70980000.0, nan, 2.0]",tt12004280,"[41100000.0, nan, 1.0]",tt2201227,"[26980000.0, nan, 4.0]",tt5071412,"[24480000.0, nan, 1.0]",tt7221388,"[23840000.0, nan, 4.0]",tt5180504,"[22640000.0, nan, 6.0]",tt14738778,"[20760000.0, nan, 9.0]",tt11426660,"[20700000.0, nan, 2.0]",tt8962124,"[18240000.0, nan, 5.0]"
2022-01-23,tt0216459,"[96360000.0, nan, 4.0]",tt5820976,"[21730000.0, nan, 1.0]",tt8560918,"[21200000.0, nan, 10.0]",tt15026724,"[19740000.0, nan, 5.0]",tt0233127,"[11640000.0, nan, 9.0]",tt14160712,"[11260000.0, nan, 1.0]",tt6267820,"[10690000.0, nan, 14.0]",tt10919420,"[10200000.0, nan, 19.0]",tt6468322,"[10000000.0, nan, 14.0]",tt8560918,"[9950000.0, nan, 8.0]"
2022-01-16,tt13978306,"[45340000.0, nan, 1.0]",tt0229499,"[28390000.0, nan, 4.0]",tt13029044,"[23170000.0, nan, 2.0]",tt5113040,"[9390000.0, nan, 1.0]",tt1564367,"[8790000.0, nan, 3.0]",tt7991608,"[8710000.0, nan, 10.0]",tt13575806,"[8710000.0, nan, 6.0]",tt1006917,"[8470000.0, nan, 1.0]",tt10841088,"[7860000.0, nan, 1.0]",tt6269368,"[7000000.0, nan, 1.0]"
2022-01-16,tt16453244,"[11510000.0, nan, 2.0]",tt14247286,"[4750000.0, nan, 2.0]",tt0195335,"[4640000.0, nan, 2.0]",tt12861850,"[4610000.0, nan, 2.0]",tt13729220,"[4440000.0, nan, 1.0]",tt7601480,"[3120000.0, nan, 6.0]",tt7268738,"[2510000.0, nan, 4.0]",tt10945274,"[2070000.0, nan, 4.0]",tt16282866,"[2000000.0, nan, 3.0]",tt1127715,"[1830000.0, nan, 2.0]"
2022-01-16,tt2201227,"[53720000.0, nan, 3.0]",tt7221388,"[41240000.0, nan, 3.0]",tt5180504,"[34350000.0, nan, 5.0]",tt8962124,"[30020000.0, nan, 4.0]",tt11426660,"[29080000.0, nan, 1.0]",tt14738778,"[28120000.0, nan, 8.0]",tt13365348,"[22220000.0, nan, 1.0]",tt5180504,"[18580000.0, nan, 6.0]",tt14738778,"[14810000.0, nan, 3.0]",tt7221388,"[13950000.0, nan, 2.0]"
2022-01-16,tt0216459,"[98850000.0, nan, 3.0]",tt8560918,"[24210000.0, nan, 9.0]",tt0224954,"[23880000.0, nan, 2.0]",,,tt15026724,"[18710000.0, nan, 4.0]",tt12516206,"[16830000.0, nan, 1.0]",tt6468322,"[13000000.0, nan, 13.0]",tt12516206,"[12070000.0, nan, 1.0]",tt6267820,"[11860000.0, nan, 13.0]",tt10919420,"[11780000.0, nan, 18.0]"
2022-01-09,tt0229499,"[58200000.0, nan, 3.0]",tt13029044,"[29730000.0, nan, 1.0]",tt14445366,"[20370000.0, nan, 2.0]",tt13575806,"[12430000.0, nan, 5.0]",tt11233960,"[11340000.0, nan, 5.0]",tt7991608,"[11090000.0, nan, 9.0]",tt1564367,"[10530000.0, nan, 2.0]",tt1397514,"[10520000.0, nan, 2.0]",tt8456190,"[10310000.0, nan, 1.0]",tt0071771,"[9960000.0, nan, 1.0]"
2022-01-09,tt0195335,"[11930000.0, nan, 1.0]",tt14247286,"[7440000.0, nan, 1.0]",tt16453244,"[6150000.0, nan, 1.0]",tt12861850,"[5300000.0, nan, 1.0]",tt7268738,"[5080000.0, nan, 3.0]",tt16282866,"[4020000.0, nan, 2.0]",tt10945274,"[3830000.0, nan, 3.0]",tt7601480,"[2830000.0, nan, 5.0]",tt13428402,"[2410000.0, nan, 3.0]",tt1127715,"[2300000.0, nan, 1.0]"
2022-01-09,tt7221388,"[107810000.0, nan, 2.0]",tt2201227,"[91180000.0, nan, 2.0]",tt5180504,"[57340000.0, nan, 4.0]",tt8962124,"[50540000.0, nan, 3.0]",tt14738778,"[30160000.0, nan, 7.0]",tt5180504,"[28510000.0, nan, 5.0]",tt7221388,"[23850000.0, nan, 2.0]",tt0358332,"[23060000.0, nan, 2.0]",tt7221388,"[20100000.0, nan, 1.0]",tt7221388,"[19340000.0, nan, 1.0]"
2022-01-09,tt0216459,"[82980000.0, nan, 2.0]",tt0224954,"[33180000.0, nan, 1.0]",tt8560918,"[28480000.0, nan, 8.0]",,,tt11570202,"[19710000.0, nan, 3.0]",tt6468322,"[18770000.0, nan, 12.0]",tt15026724,"[15950000.0, nan, 3.0]",tt10919420,"[14980000.0, nan, 17.0]",tt12104930,"[14650000.0, nan, 1.0]",tt11937732,"[13340000.0, nan, 3.0]"
2022-01-02,tt0229499,"[152290000.0, nan, 2.0]",tt11233960,"[21310000.0, nan, 4.0]",tt14445366,"[18260000.0, nan, 1.0]",tt13575806,"[17720000.0, nan, 4.0]",tt7991608,"[14540000.0, nan, 8.0]",tt2250912,"[14180000.0, nan, 3.0]",tt6806448,"[12870000.0, nan, 2.0]",,,tt1397514,"[5440000.0, nan, 1.0]",tt0145487,"[5430000.0, nan, 1.0]"
2022-01-02,tt16282866,"[15210000.0, nan, 1.0]",tt10945274,"[15160000.0, nan, 2.0]",tt7268738,"[11440000.0, nan, 2.0]",tt13428402,"[6730000.0, nan, 2.0]",tt13782052,"[6650000.0, nan, 2.0]",tt32881460,"[3650000.0, nan, 1.0]",tt0052391,"[2780000.0, nan, 5.0]",tt0364949,"[2060000.0, nan, 4.0]",tt0287150,"[2000000.0, nan, 3.0]",tt9531772,"[1970000.0, nan, 5.0]"
2022-01-02,tt7221388,"[120060000.0, nan, 1.0]",tt5180504,"[94270000.0, nan, 3.0]",tt8962124,"[91980000.0, nan, 2.0]",tt5180504,"[42890000.0, nan, 4.0]",tt2201227,"[31290000.0, nan, 1.0]",tt8962124,"[25170000.0, nan, 2.0]",tt0358332,"[14420000.0, nan, 1.0]",tt7221388,"[13450000.0, nan, 1.0]",tt16027926,"[13070000.0, nan, 1.0]",tt16477402,"[12680000.0, nan, 2.0]"
2022-01-02,tt11570202,"[47830000.0, nan, 2.0]",tt8560918,"[29530000.0, nan, 7.0]",tt6468322,"[26310000.0, nan, 11.0]",tt11937732,"[24000000.0, nan, 2.0]",tt0216459,"[23230000.0, nan, 1.0]",tt10919420,"[18110000.0, nan, 16.0]",tt13968792,"[17460000.0, nan, 2.0]",,,tt15026724,"[13840000.0, nan, 2.0]",tt8560918,"[11280000.0, nan, 7.0]"
2021-12-26,tt0229499,"[111030000.0, nan, 1.0]",tt11233960,"[26600000.0, nan, 3.0]",tt6806448,"[26590000.0, nan, 1.0]",tt13575806,"[24750000.0, nan, 3.0]",tt2250912,"[20000000.0, nan, 2.0]",tt2990140,"[12910000.0, nan, 4.0]",tt7991608,"[12140000.0, nan, 7.0]",tt13701962,"[11630000.0, nan, 2.0]",tt11057644,"[10990000.0, nan, 3.0]",tt10187208,"[9120000.0, nan, 5.0]"
2021-12-26,tt10945274,"[8150000.0, nan, 1.0]",tt15565724,"[8140000.0, nan, 1.0]",tt13782052,"[6940000.0, nan, 1.0]",tt7268738,"[5990000.0, nan, 1.0]",tt13428402,"[2990000.0, nan, 1.0]",tt0052391,"[2970000.0, nan, 4.0]",tt0287150,"[2940000.0, nan, 2.0]",tt0364949,"[2800000.0, nan, 3.0]",tt15565714,"[2450000.0, nan, 3.0]",tt9531772,"[2390000.0, nan, 4.0]"
2021-12-26,tt5180504,"[168460000.0, nan, 2.0]",tt8962124,"[107640000.0, nan, 1.0]",tt5180504,"[60670000.0, nan, 3.0]",tt8962124,"[18040000.0, nan, 1.0]",tt0243732,"[12560000.0, nan, 3.0]",tt0058824,"[11650000.0, nan, 4.0]",tt16477402,"[9510000.0, nan, 1.0]",tt3121722,"[9360000.0, nan, 2.0]",tt12427840,"[9260000.0, nan, 5.0]",tt11337908,"[8750000.0, nan, 13.0]"
2021-12-26,tt6468322,"[33470000.0, nan, 10.0]",tt8560918,"[30560000.0, nan, 6.0]",tt11570202,"[22230000.0, nan, 1.0]",tt13968792,"[19780000.0, nan, 1.0]",tt10919420,"[15100000.0, nan, 15.0]",tt14609428,"[13050000.0, nan, 10.0]",tt11937732,"[13040000.0, nan, 1.0]",tt8560918,"[10810000.0, nan, 6.0]",tt15026724,"[9980000.0, nan, 1.0]",tt6267820,"[9420000.0, nan, 12.0]"
2021-12-19,tt11233960,"[74440000.0, nan, 2.0]",tt13575806,"[38990000.0, nan, 2.0]",tt13701962,"[22860000.0, nan, 1.0]",tt7991608,"[12710000.0, nan, 6.0]",tt2872518,"[11730000.0, nan, 1.0]",tt2250912,"[9370000.0, nan, 1.0]",tt6146586,"[8790000.0, nan, 1.0]",tt2990140,"[8430000.0, nan, 3.0]",tt11057644,"[7840000.0, nan, 2.0]",tt10187208,"[7270000.0, nan, 4.0]"
2021-12-19,tt0364949,"[12020000.0, nan, 2.0]",tt0287150,"[7710000.0, nan, 1.0]",tt0072332,"[6000000.0, nan, 2.0]",tt0052391,"[4640000.0, nan, 3.0]",tt9531772,"[4000000.0, nan, 3.0]",,,tt15565714,"[3360000.0, nan, 2.0]",tt13079150,"[3350000.0, nan, 4.0]",tt14810692,"[3260000.0, nan, 1.0]",tt0106559,"[2970000.0, nan, 3.0]"
2021-12-19,tt5180504,"[142430000.0, nan, 1.0]",tt5180504,"[49180000.0, nan, 2.0]",tt0243732,"[23810000.0, nan, 2.0]",tt0058824,"[19010000.0, nan, 3.0]",tt16227948,"[14230000.0, nan, 1.0]",tt0058824,"[11960000.0, nan, 3.0]",tt11337908,"[10620000.0, nan, 12.0]",tt0243732,"[10340000.0, nan, 1.0]",tt11126994,"[10010000.0, nan, 6.0]",tt12427840,"[10000000.0, nan, 4.0]"
2021-12-19,tt6468322,"[55010000.0, nan, 9.0]",tt8560918,"[39980000.0, nan, 5.0]",tt14609428,"[18120000.0, nan, 9.0]",tt10919420,"[15430000.0, nan, 14.0]",tt8560918,"[12970000.0, nan, 5.0]",tt6468322,"[12590000.0, nan, 7.0]",tt6267820,"[11290000.0, nan, 11.0]",tt14167344,"[10360000.0, nan, 1.0]",tt0233127,"[8010000.0, nan, 8.0]",tt14518756,"[7520000.0, nan, 16.0]"
2021-12-12,tt11233960,"[85860000.0, nan, 1.0]",tt7991608,"[18010000.0, nan, 5.0]",tt13575806,"[16170000.0, nan, 1.0]",tt10293406,"[13280000.0, nan, 2.0]",tt14315756,"[11140000.0, nan, 2.0]",tt10187208,"[10750000.0, nan, 3.0]",tt13070602,"[10050000.0, nan, 3.0]",tt4439620,"[9790000.0, nan, 1.0]",tt0383232,"[8970000.0, nan, 3.0]",tt2990140,"[8510000.0, nan, 2.0]"
2021-12-12,tt0052391,"[10540000.0, nan, 2.0]",tt13079150,"[9820000.0, nan, 3.0]",tt15565714,"[9110000.0, nan, 1.0]",tt0364949,"[8970000.0, nan, 1.0]",tt9531772,"[8840000.0, nan, 2.0]",tt0106559,"[6920000.0, nan, 2.0]",tt6925902,"[6010000.0, nan, 2.0]",,,tt0072332,"[5020000.0, nan, 1.0]",tt12459520,"[2610000.0, nan, 6.0]"
2021-12-12,tt0058824,"[35820000.0, nan, 2.0]",tt0243732,"[26000000.0, nan, 1.0]",tt0058824,"[23200000.0, nan, 2.0]",,,tt0058824,"[15240000.0, nan, 1.0]",tt5180504,"[14180000.0, nan, 1.0]",tt11126994,"[13470000.0, nan, 5.0]",tt11337908,"[12540000.0, nan, 11.0]",tt0417371,"[12160000.0, nan, 3.0]",tt9817298,"[11100000.0, nan, 3.0]"
2021-12-12,tt6468322,"[147950000.0, nan, 8.0]",tt8560918,"[49990000.0, nan, 4.0]",tt6468322,"[19870000.0, nan, 6.0]",tt10919420,"[18170000.0, nan, 13.0]",tt14609428,"[16650000.0, nan, 8.0]",tt8560918,"[14520000.0, nan, 4.0]",tt6267820,"[11230000.0, nan, 10.0]",tt14518756,"[9680000.0, nan, 15.0]",tt12235718,"[9470000.0, nan, 4.0]",tt6468322,"[8170000.0, nan, 3.0]"
2021-12-05,tt10293406,"[27200000.0, nan, 1.0]",tt13070602,"[25550000.0, nan, 2.0]",tt7991608,"[25400000.0, nan, 4.0]",tt0383232,"[23370000.0, nan, 2.0]",tt10187208,"[19360000.0, nan, 2.0]",tt14315756,"[13820000.0, nan, 1.0]",tt14079374,"[12170000.0, nan, 1.0]",tt2990140,"[7940000.0, nan, 1.0]",tt11057644,"[7790000.0, nan, 1.0]",tt10752004,"[7240000.0, nan, 5.0]"
2021-12-05,tt13079150,"[26730000.0, nan, 2.0]",tt0052391,"[11950000.0, nan, 1.0]",tt0106559,"[10650000.0, nan, 1.0]",tt6925902,"[10320000.0, nan, 1.0]",tt9531772,"[7110000.0, nan, 1.0]",tt0089300,"[3200000.0, nan, 2.0]",tt12459520,"[2870000.0, nan, 5.0]",tt15863594,"[2460000.0, nan, 3.0]",tt0379245,"[2350000.0, nan, 3.0]",,
2021-12-05,tt0058824,"[47380000.0, nan, 1.0]",tt0417371,"[29810000.0, nan, 2.0]",tt9817298,"[23660000.0, nan, 2.0]",tt0058824,"[20920000.0, nan, 1.0]",tt11126994,"[18180000.0, nan, 4.0]",tt15172154,"[17090000.0, nan, 1.0]",,,tt11337908,"[15800000.0, nan, 10.0]",tt0213338,"[15260000.0, nan, 3.0]",tt1487831,"[12490000.0, nan, 8.0]"
2021-12-05,tt6468322,"[189920000.0, nan, 7.0]",tt8560918,"[59460000.0, nan, 3.0]",tt12235718,"[22380000.0, nan, 3.0]",tt10919420,"[21200000.0, nan, 12.0]",tt13231962,"[17940000.0, nan, 2.0]",tt14609428,"[16360000.0, nan, 7.0]",tt8560918,"[14960000.0, nan, 3.0]",tt0248119,"[13980000.0, nan, 1.0]",tt6267820,"[11720000.0, nan, 9.0]",tt14518756,"[11560000.0, nan, 14.0]"
2021-11-28,tt7991608,"[50650000.0, nan, 3.0]",tt0383232,"[47700000.0, nan, 1.0]",tt10187208,"[26820000.0, nan, 1.0]",tt13070602,"[20870000.0, nan, 1.0]",tt14731142,"[16250000.0, nan, 2.0]",tt0481499,"[15860000.0, nan, 2.0]",tt3393786,"[14670000.0, nan, 1.0]",tt27996204,"[13320000.0, nan, 1.0]",tt1489889,"[10520000.0, nan, 2.0]",tt10752004,"[9780000.0, nan, 4.0]"
2021-11-28,tt13079150,"[15830000.0, nan, 1.0]",tt0089300,"[8730000.0, nan, 1.0]",tt15863594,"[8210000.0, nan, 2.0]",tt13161356,"[5880000.0, nan, 2.0]",tt0379245,"[4820000.0, nan, 2.0]",,,tt10366574,"[2780000.0, nan, 2.0]",tt0180320,"[2640000.0, nan, 4.0]",tt12459520,"[2500000.0, nan, 4.0]",tt0384538,"[2260000.0, nan, 1.0]"
2021-11-28,tt0417371,"[48850000.0, nan, 1.0]",tt0213338,"[36950000.0, nan, 2.0]",tt9817298,"[33080000.0, nan, 1.0]",tt11126994,"[29660000.0, nan, 3.0]",tt11337908,"[20490000.0, nan, 9.0]",tt8714904,"[17430000.0, nan, 4.0]",tt1487831,"[17070000.0, nan, 7.0]",tt11823076,"[16430000.0, nan, 2.0]",tt12427840,"[11050000.0, nan, 3.0]",tt0081856,"[10560000.0, nan, 6.0]"
2021-11-28,tt8560918,"[69030000.0, nan, 2.0]",tt12235718,"[67520000.0, nan, 2.0]",tt10919420,"[25730000.0, nan, 11.0]",tt14609428,"[15920000.0, nan, 6.0]",tt8560918,"[14460000.0, nan, 2.0]",tt14518756,"[13310000.0, nan, 13.0]",tt6267820,"[12410000.0, nan, 8.0]",tt0233127,"[8130000.0, nan, 7.0]",tt13167196,"[7470000.0, nan, 1.0]",tt13231962,"[6660000.0, nan, 1.0]"
2021-11-21,tt7991608,"[129110000.0, nan, 2.0]",tt14731142,"[24770000.0, nan, 1.0]",tt10752004,"[21240000.0, nan, 3.0]",tt1489889,"[14910000.0, nan, 1.0]",tt0049291,"[13770000.0, nan, 3.0]",tt0481499,"[13440000.0, nan, 1.0]",tt13024674,"[12260000.0, nan, 4.0]",tt1679335,"[10120000.0, nan, 1.0]",tt8106534,"[7770000.0, nan, 1.0]",tt5664636,"[7680000.0, nan, 1.0]"
2021-11-21,tt15863594,"[9630000.0, nan, 1.0]",tt14168118,"[9570000.0, nan, 2.0]",tt0180320,"[5660000.0, nan, 3.0]",tt10366574,"[4700000.0, nan, 1.0]",tt0379245,"[4200000.0, nan, 1.0]",tt13161356,"[3000000.0, nan, 1.0]",tt12459520,"[2420000.0, nan, 3.0]",,,tt10521092,"[1940000.0, nan, 6.0]",tt13529034,"[1900000.0, nan, 3.0]"
2021-11-21,tt11126994,"[38420000.0, nan, 2.0]",tt11823076,"[30030000.0, nan, 1.0]",tt8714904,"[27540000.0, nan, 3.0]",tt11337908,"[23920000.0, nan, 8.0]",tt1487831,"[23460000.0, nan, 6.0]",tt0213338,"[21630000.0, nan, 1.0]",tt0081856,"[15060000.0, nan, 5.0]",tt3007572,"[12340000.0, nan, 5.0]",tt1487831,"[11670000.0, nan, 5.0]",tt21195490,"[11410000.0, nan, 3.0]"
2021-11-21,tt12235718,"[43480000.0, nan, 1.0]",tt8560918,"[38640000.0, nan, 1.0]",tt10919420,"[30410000.0, nan, 10.0]",tt14609428,"[15640000.0, nan, 5.0]",tt6267820,"[13180000.0, nan, 7.0]",tt14518756,"[13150000.0, nan, 12.0]",tt15340790,"[9720000.0, nan, 1.0]",tt8560918,"[8810000.0, nan, 1.0]",tt14540924,"[8370000.0, nan, 1.0]",tt0233127,"[7800000.0, nan, 6.0]"
2021-11-14,tt7991608,"[148720000.0, nan, 1.0]",tt10752004,"[58560000.0, nan, 2.0]",tt0049291,"[33060000.0, nan, 2.0]",tt13024674,"[20560000.0, nan, 3.0]",tt13103340,"[13780000.0, nan, 1.0]",tt4976192,"[7900000.0, nan, 1.0]",tt0993840,"[7620000.0, nan, 3.0]",tt15836418,"[7490000.0, nan, 1.0]",tt3371366,"[6920000.0, nan, 2.0]",tt7975244,"[6760000.0, nan, 1.0]"
2021-11-14,tt0180320,"[17950000.0, nan, 2.0]",tt14168118,"[9690000.0, nan, 1.0]",tt12459520,"[4440000.0, nan, 2.0]",tt13529034,"[4410000.0, nan, 2.0]",tt10521092,"[2630000.0, nan, 5.0]",tt13834006,"[2610000.0, nan, 4.0]",tt15711402,"[2120000.0, nan, 1.0]",tt11692986,"[1800000.0, nan, 1.0]",tt8739752,"[1590000.0, nan, 2.0]",,
2021-11-14,tt8714904,"[50290000.0, nan, 2.0]",tt11126994,"[34170000.0, nan, 1.0]",tt1487831,"[33720000.0, nan, 5.0]",tt11337908,"[29480000.0, nan, 7.0]",tt21195490,"[25390000.0, nan, 2.0]",tt0081856,"[21020000.0, nan, 4.0]",tt3007572,"[18770000.0, nan, 4.0]",tt8714904,"[15570000.0, nan, 1.0]",tt1487831,"[15520000.0, nan, 4.0]",tt1487831,"[14570000.0, nan, 5.0]"
2021-11-14,tt10919420,"[42790000.0, nan, 9.0]",tt14609428,"[14120000.0, nan, 4.0]",tt14518756,"[13820000.0, nan, 11.0]",tt6267820,"[13660000.0, nan, 6.0]",tt12940504,"[10820000.0, nan, 5.0]",tt15796898,"[8640000.0, nan, 1.0]",tt15377930,"[8490000.0, nan, 6.0]",tt0357357,"[7860000.0, nan, 1.0]",tt0233127,"[7650000.0, nan, 5.0]",tt9335498,"[6060000.0, nan, 2.0]"
2021-11-07,tt13024674,"[71610000.0, nan, 2.0]",tt0049291,"[64760000.0, nan, 1.0]",tt10752004,"[40530000.0, nan, 1.0]",tt0993840,"[16910000.0, nan, 2.0]",tt3371366,"[13180000.0, nan, 1.0]",tt1232829,"[11690000.0, nan, 1.0]",tt12383460,"[11140000.0, nan, 2.0]",tt5177088,"[6580000.0, nan, 1.0]",tt0261164,"[6110000.0, nan, 1.0]",tt1564367,"[5740000.0, nan, 1.0]"
2021-11-07,tt0180320,"[11610000.0, nan, 1.0]",tt12459520,"[6760000.0, nan, 1.0]",tt13834006,"[5780000.0, nan, 3.0]",tt10521092,"[3860000.0, nan, 4.0]",tt8739752,"[3230000.0, nan, 1.0]",tt13529034,"[2820000.0, nan, 1.0]",tt14315500,"[2660000.0, nan, 2.0]",tt3594826,"[1590000.0, nan, 1.0]",tt0062395,"[1540000.0, nan, 4.0]",,
2021-11-07,tt1487831,"[52590000.0, nan, 4.0]",tt11337908,"[41290000.0, nan, 6.0]",tt3007572,"[32250000.0, nan, 3.0]",tt0081856,"[32050000.0, nan, 3.0]",tt8714904,"[28150000.0, nan, 1.0]",tt1487831,"[21660000.0, nan, 3.0]",tt8787772,"[21470000.0, nan, 2.0]",tt1487831,"[20910000.0, nan, 4.0]",tt21195490,"[19570000.0, nan, 1.0]",tt3007572,"[15950000.0, nan, 3.0]"
2021-11-07,tt10919420,"[65000000.0, nan, 8.0]",tt12940504,"[18430000.0, nan, 4.0]",tt14518756,"[16010000.0, nan, 10.0]",tt6267820,"[14090000.0, nan, 5.0]",tt15377930,"[13000000.0, nan, 5.0]",tt14609428,"[11990000.0, nan, 3.0]",tt8165086,"[11010000.0, nan, 2.0]",,,tt9335498,"[7940000.0, nan, 1.0]",tt0233127,"[7710000.0, nan, 4.0]"
2021-10-31,tt13024674,"[49640000.0, nan, 1.0]",tt12383460,"[24620000.0, nan, 1.0]",tt10763820,"[17010000.0, nan, 2.0]",tt0975668,"[9840000.0, nan, 1.0]",tt1972591,"[9150000.0, nan, 1.0]",,,tt0993840,"[5780000.0, nan, 1.0]",tt1634106,"[5600000.0, nan, 1.0]",tt8385474,"[5350000.0, nan, 2.0]",tt0067934,"[4190000.0, nan, 4.0]"
